"0000-00-00 00:00:00",0,9.19264,8.1946,0.278134
"2023-06-28 15:08:44",0,0,373.903,5.02822
"2023-06-28 15:08:45",0,0,34.9549,4.66739
"2023-06-28 15:08:46",0,0,40.4246,2.70285
"2023-06-28 15:08:47",0,0,72.3806,4.6475
"2023-06-28 15:08:48",0,0,480.053,1.86279
"2023-06-28 15:08:49",0,0,173.002,138.299
"2023-06-28 15:08:50",0,0,35.37,114.928
"2023-06-28 15:08:51",0,0,247.818,151.142
"2023-06-28 15:08:52",0,0,85.4666,137.459
"2023-06-28 15:08:53",0,0,60.9413,43.03
"2023-06-28 15:08:54",0,0,144.584,38.6942
"2023-06-28 15:08:55",0,0,73.5977,77.3787
"2023-06-28 15:08:56",0,0,266.456,121.646
"2023-06-28 15:08:57",0,0,63.25,147.1
